85.7468,0,0
84.8033,0.696413,0
50,0,0
49.1393,0.804294,0
83.8893,1.39655,0
48.3094,1.6099,0
83.0049,2.1004,0
47.5104,2.41682,0
82.1499,2.80799,0
46.7422,3.22506,0
81.3245,3.5193,0
46.0049,4.03461,0
80.5287,4.23434,0
45.2985,4.84547,0
79.7625,4.95313,0
44.6229,5.65766,0
79.0258,5.67567,0
78.3188,6.40196,0
43.9783,6.47116,0
77.6414,7.13202,0
43.3647,7.28599,0
76.9936,7.86586,0
42.7819,8.10214,0
76.3755,8.60348,0
42.23,8.91961,0
75.7869,9.34491,0
41.7091,9.73841,0
75.2279,10.0902,0
41.2189,10.5585,0
74.6984,10.8392,0
40.7595,11.38,0
74.1983,11.5922,0
40.3308,12.2028,0
73.7275,12.3489,0
39.9327,13.0269,0
73.286,13.1096,0
39.565,13.8523,0
72.8736,13.8742,0
72.49,14.6427,0
39.2276,14.6791,0
72.1352,15.4151,0
38.9203,15.5072,0
71.8089,16.1915,0
38.6428,16.3366,0
71.5109,16.972,0
38.395,17.1674,0
71.2408,17.7564,0
38.1764,17.9994,0
70.9984,18.5448,0
37.9868,18.8328,0
70.7832,19.3374,0
37.8258,19.6675,0
70.5948,20.134,0
37.6929,20.5035,0
70.4329,20.9348,0
37.5877,21.3408,0
70.2969,21.7397,0
37.5095,22.1794,0
70.1862,22.5488,0
37.458,23.0193,0
70.1002,23.3621,0
37.4323,23.8605,0
70.0384,24.1797,0
37.4318,24.7029,0
70,25.0015,0
37.4558,25.5466,0
69.9841,25.8277,0
37.5033,26.3916,0
69.9901,26.6582,0
37.5736,27.2377,0
70.0169,27.493,0
37.6656,28.0851,0
70.0638,28.3323,0
37.7782,28.9337,0
70.1296,29.1761,0
37.9103,29.7835,0
70.2134,30.0243,0
38.0609,30.6344,0
70.3141,30.877,0
38.2285,31.4864,0
70.4305,31.7342,0
38.4119,32.3396,0
70.5616,32.596,0
38.6099,33.1938,0
70.7062,33.4623,0
70.8631,34.3332,0
39.0434,34.9054,0
71.2088,36.0887,0
39.5176,36.6209,0
71.5889,37.8624,0
40.0202,38.34,0
71.9932,39.6541,0
40.539,40.0624,0
72.4118,41.4635,0
72.8347,43.29,0
41.5755,43.5152,0
73.2521,45.133,0
42.0688,45.2446,0
42.5299,46.975,0
73.6546,46.9915,0
42.7449,47.8405,0
42.9478,48.706,0
74.0333,48.8642,0
43.1374,49.5714,0
43.3125,50.4366,0
74.3798,50.7498,0
43.4719,51.3014,0
43.6146,52.1659,0
74.6864,52.6466,0
43.7397,53.0298,0
74.8226,53.5984,0
43.8463,53.893,0
74.9464,54.5523,0
43.9336,54.7554,0
75.0571,55.5078,0
44.0009,55.6168,0
75.1541,56.4646,0
44.0478,56.4771,0
44.0736,57.3361,0
75.2367,57.4223,0
44.078,58.1936,0
75.3046,58.3807,0
44.0608,59.0495,0
75.3572,59.3392,0
44.0218,59.9036,0
75.3942,60.2974,0
43.9609,60.7557,0
75.4153,61.255,0
43.878,61.6056,0
75.4203,62.2114,0
43.7734,62.4531,0
75.4088,63.1663,0
43.6471,63.2981,0
75.3809,64.1191,0
43.4994,64.1403,0
43.3307,64.9795,0
75.3363,65.0693,0
43.1412,65.8155,0
75.2751,66.0164,0
42.9314,66.6481,0
75.1972,66.9599,0
42.7018,67.4771,0
75.1026,67.8994,0
42.4529,68.3024,0
74.9913,68.8343,0
74.8636,69.764,0
74.7194,70.6881,0
74.559,71.606,0
74.3825,72.5172,0
74.1901,73.4212,0
73.9821,74.3174,0
73.7586,75.2054,0
73.52,76.0847,0
73.2664,76.9547,0
72.9983,77.8149,0
72.7158,78.665,0
72.4193,79.5043,0
72.1091,80.3326,0
71.7854,81.1492,0
71.4487,81.9539,0
71.0991,82.7462,0
70.737,83.5258,0
70.3626,84.2922,0
69.9762,85.0453,0
69.5782,85.7846,0
69.1686,86.5099,0
68.7478,87.2209,0
68.316,87.9174,0
67.8734,88.5993,0
67.4201,89.2662,0
66.9564,89.9181,0
66.4824,90.5548,0
65.9982,91.1762,0
65.5041,91.7822,0
65.0001,92.3726,0
64.4863,92.9475,0
63.9629,93.5067,0
63.4299,94.0502,0
62.8875,94.5779,0
62.3356,95.0899,0
61.7745,95.586,0
61.2041,96.0664,0
42.1853,69.1236,0
60.6245,96.5309,0
60.0358,96.9796,0
59.438,97.4124,0
41.8996,69.9405,0
58.831,97.8294,0
58.2151,98.2307,0
41.5964,70.7531,0
57.59,98.6161,0
56.956,98.9857,0
56.313,99.3396,0
41.2763,71.561,0
55.661,99.6777,0
55,100,0
20,100,0
21.1139,98.9859,0
22.2228,97.9411,0
23.3264,96.8654,0
24.4248,95.7588,0
25.5176,94.6212,0
26.6044,93.4527,0
27.6846,92.2531,0
28.7572,91.0226,0
29.8212,89.7611,0
30.8751,88.4688,0
31.917,87.146,0
32.9446,85.7928,0
33.9554,84.4098,0
34.9461,82.9975,0
35.9129,81.5564,0
36.8516,80.0875,0
37.7574,78.5917,0
38.1963,77.8341,0
38.625,77.0702,0
39.0426,76.3001,0
39.4486,75.5241,0
39.842,74.7423,0
40.2223,73.9549,0
40.5886,73.1621,0
40.9402,72.3641,0
