0 0 25.9447
0 1 25.1564
0 2 24.3816
0 3 23.6217
0 4 22.8778
0 5 22.1515
0 6 21.4444
0 7 20.7583
0 8 20.095
0 9 19.4568
0 10 18.8462
0 11 18.2656
0 12 17.7181
0 13 17.2069
0 14 16.7354
0 15 16.3077
0 16 15.9281
0 17 15.6012
0 18 15.3327
0 19 15.129
0 20 15
0 21 15.129
0 22 15.3327
0 23 15.6012
0 24 15.9281
0 25 16.3077
0 26 16.7354
0 27 17.2069
0 28 17.7181
0 29 18.2656
0 30 18.8462
1 0 25.3296
1 1 24.5241
1 2 23.7316
1 3 22.9533
1 4 22.1904
1 5 21.4444
1 6 20.717
1 7 20.0099
1 8 19.3251
1 9 18.665
1 10 18.0319
1 11 17.4288
1 12 16.8587
1 13 16.325
1 14 15.8315
1 15 15.3826
1 16 14.983
1 17 14.638
1 18 14.3536
1 19 14.1374
1 20 14
1 21 14.1374
1 22 14.3536
1 23 14.638
1 24 14.983
1 25 15.3826
1 26 15.8315
1 27 16.325
1 28 16.8587
1 29 17.4288
1 30 18.0319
2 0 24.7369
2 1 23.9142
2 2 23.1038
2 3 22.3068
2 4 21.5244
2 5 20.7583
2 6 20.0099
2 7 19.2811
2 8 18.574
2 9 17.8908
2 10 17.2343
2 11 16.6073
2 12 16.013
2 13 15.4552
2 14 14.9379
2 15 14.4659
2 16 14.0444
2 17 13.6792
2 18 13.3773
2 19 13.1469
2 20 13
2 21 13.1469
2 22 13.3773
2 23 13.6792
2 24 14.0444
2 25 14.4659
2 26 14.9379
2 27 15.4552
2 28 16.013
2 29 16.6073
2 30 17.2343
3 0 24.1683
3 1 23.3284
3 2 22.4999
3 3 21.6839
3 4 20.8818
3 5 20.095
3 6 19.3251
3 7 18.574
3 8 17.8437
3 9 17.1366
3 10 16.4553
3 11 15.803
3 12 15.183
3 13 14.5993
3 14 14.0563
3 15 13.5591
3 16 13.1135
3 17 12.7259
3 18 12.4042
3 19 12.1577
3 20 12
3 21 12.1577
3 22 12.4042
3 23 12.7259
3 24 13.1135
3 25 13.5591
3 26 14.0563
3 27 14.5993
3 28 15.183
3 29 15.803
3 30 16.4553
4 0 23.6256
4 1 22.7684
4 2 21.9217
4 3 21.0867
4 4 20.2646
4 5 19.4568
4 6 18.665
4 7 17.8908
4 8 17.1366
4 9 16.4045
4 10 15.6974
4 11 15.0184
4 12 14.3711
4 13 13.7596
4 14 13.1887
4 15 12.6639
4 16 12.1916
4 17 11.7791
4 18 11.4351
4 19 11.1703
4 20 11
4 21 11.1703
4 22 11.4351
4 23 11.7791
4 24 12.1916
4 25 12.6639
4 26 13.1887
4 27 13.7596
4 28 14.3711
4 29 15.0184
4 30 15.6974
5 0 23.1105
5 1 22.2362
5 2 21.3715
5 3 20.5174
5 4 19.6752
5 5 18.8462
5 6 18.0319
5 7 17.2343
5 8 16.4553
5 9 15.6974
5 10 14.9633
5 11 14.2561
5 12 13.5798
5 13 12.9385
5 14 12.3375
5 15 11.7825
5 16 11.2807
5 17 10.8401
5 18 10.4708
5 19 10.1848
5 20 10
5 21 10.1848
5 22 10.4708
5 23 10.8401
5 24 11.2807
5 25 11.7825
5 26 12.3375
5 27 12.9385
5 28 13.5798
5 29 14.2561
5 30 14.9633
6 0 22.6252
6 1 21.734
6 2 20.8513
6 3 19.9783
6 4 19.1159
6 5 18.2656
6 6 17.4288
6 7 16.6073
6 8 15.803
6 9 15.0184
6 10 14.2561
6 11 13.5196
6 12 12.8125
6 13 12.1393
6 14 11.5056
6 15 10.9176
6 16 10.3829
6 17 9.91084
6 18 9.51249
6 19 9.20208
6 20 9
6 21 9.20208
6 22 9.51249
6 23 9.91084
6 24 10.3829
6 25 10.9176
6 26 11.5056
6 27 12.1393
6 28 12.8125
6 29 13.5196
6 30 14.2561
7 0 22.1717
7 1 21.2639
7 2 20.3637
7 3 19.4719
7 4 18.5897
7 5 17.7181
7 6 16.8587
7 7 16.013
7 8 15.183
7 9 14.3711
7 10 13.5798
7 11 12.8125
7 12 12.0729
7 13 11.3658
7 14 10.6967
7 15 10.0725
7 16 9.50139
7 17 8.9936
7 18 8.56189
7 19 8.22271
7 20 8
7 21 8.22271
7 22 8.56189
7 23 8.9936
7 24 9.50139
7 25 10.0725
7 26 10.6967
7 27 11.3658
7 28 12.0729
7 29 12.8125
7 30 13.5798
